"pod__timereceive","pod__coordinate","custom_field__cod"
2026-01-07 13:06:38.000,"-6.9302811,107.6521554",NONCOD
2026-01-07 11:59:04.000,"-6.9459383,107.658335",NONCOD
2026-01-07 14:11:24.000,"-6.9452043,107.7131194",NONCOD
2026-01-07 14:30:44.000,"-6.8934294,107.662803",NONCOD
2026-01-07 12:25:28.000,"-6.9477464,107.6276252",NONCOD
2026-01-07 14:52:10.000,"-6.9032371,107.5714489",NONCOD
2026-01-07 15:41:54.000,"-6.9469967,107.6080445",NONCOD
2026-01-07 14:37:45.000,"-6.8933719,107.6239475",NONCOD
2026-01-07 13:14:15.000,"-6.9556583,107.6624883",NONCOD
2026-01-07 15:56:59.000,"-6.894105,107.6477383",NONCOD
2026-01-07 14:31:05.000,"-6.8879698,107.6353048",NONCOD
2026-01-07 12:41:51.000,"-6.9282799,107.6984538",NONCOD
2026-01-07 14:15:39.000,"-6.9563295,107.577533",NONCOD
2026-01-07 12:57:58.000,"-6.9373199,107.6220195",NONCOD
2026-01-07 14:48:14.000,"-6.9203508,107.6317678",NONCOD
2026-01-07 14:09:59.000,"-6.8731668,107.6083984",NONCOD
2026-01-07 14:37:40.000,"-6.9076766,107.645063",NONCOD
2026-01-07 15:05:17.000,"-6.9489781,107.7246938",NONCOD
2026-01-07 15:29:34.000,"-6.9336997,107.5929075",NONCOD
2026-01-07 12:59:50.000,"-6.9144701,107.6051617",NONCOD
2026-01-07 13:44:50.000,"-6.9385253,107.6085018",NONCOD
2026-01-07 14:26:50.000,"-6.9220259,107.6585853",NONCOD
2026-01-07 16:38:56.000,"-6.8954334,107.6169749",NONCOD
2026-01-07 14:22:13.000,"-6.9124165,107.6177338",NONCOD
2026-01-07 16:40:14.000,"-6.8847769,107.6068069",NONCOD
2026-01-07 17:32:34.000,"-6.946991,107.5943437",NONCOD
2026-01-07 13:41:16.000,"-6.889446,107.5810822",NONCOD
2026-01-07 13:42:16.000,"-6.9545064,107.6785499",NONCOD
2026-01-07 11:16:28.000,"-7.0035036,107.5760552",NONCOD
2026-01-07 13:08:08.000,"-6.9317049,107.6412614",NONCOD
2026-01-07 12:26:07.000,"-6.9248375,107.578556",NONCOD
2026-01-07 15:52:54.000,"-6.8193715,107.4466924",NONCOD
2026-01-07 13:35:24.000,"-6.9488603,107.6095231",NONCOD
2026-01-07 14:38:13.000,"-6.8559387,107.5969615",NONCOD
2026-01-07 14:05:12.000,"-6.895227,107.5939812",NONCOD
2026-01-07 16:05:50.000,"-6.9043464,107.6031692",NONCOD
2026-01-07 13:30:01.000,"-6.8951484,107.5904922",NONCOD
2026-01-07 17:36:59.000,"-6.8590766,107.5284459",NONCOD
2026-01-07 15:42:06.000,"-6.8704997,107.4730665",NONCOD
2026-01-07 17:36:59.000,"-6.8590766,107.5284459",NONCOD
2026-01-07 17:55:17.000,"-6.869155,107.5746566",NONCOD
2026-01-07 15:42:06.000,"-6.8704997,107.4730665",NONCOD
2026-01-07 13:39:03.000,"-6.920707,107.6074612",NONCOD
2026-01-07 14:34:43.000,"-6.8474901,107.559638",NONCOD
2026-01-07 12:33:50.000,"-6.9411539,107.6575288",NONCOD
2026-01-07 15:58:31.000,"-6.9325303,107.5595167",NONCOD
2026-01-07 14:38:34.000,"-6.9130009,107.6427919",NONCOD
2026-01-07 12:27:59.000,"-6.9733729,107.6696313",NONCOD
2026-01-07 13:06:01.000,"-6.9289209,107.6061729",NONCOD
2026-01-07 15:05:34.000,"-6.9208317,107.6166067",NONCOD
2026-01-07 13:33:59.000,"-6.9199577,107.6068567",NONCOD
2026-01-07 14:27:24.000,"-6.9077095,107.652687",NONCOD
2026-01-07 15:28:55.000,"-6.9217517,107.6145883",NONCOD
2026-01-07 12:46:15.000,"-6.9529611,107.6678603",NONCOD
2026-01-07 11:25:26.000,"-6.9025458,107.6609826",NONCOD
2026-01-07 13:13:38.000,"-6.899412,107.7003003",NONCOD
2026-01-07 15:02:34.000,"-6.901541,107.6475029",NONCOD
2026-01-07 11:01:24.000,"-6.9946311,107.5857302",NONCOD
2026-01-07 12:51:58.000,"-6.9457237,107.6178262",NONCOD
2026-01-07 13:52:04.000,"-6.8863606,107.5745033",NONCOD
2026-01-07 15:55:00.000,"-6.894105,107.6477383",NONCOD
2026-01-07 14:30:16.000,"-6.8718514,107.5843188",NONCOD
2026-01-07 13:25:50.000,"-6.9267167,107.6562556",NONCOD
2026-01-07 10:33:53.000,"-6.9989395,107.5688413",NONCOD
2026-01-07 14:53:33.000,"-6.921175,107.6347783",NONCOD
2026-01-07 14:12:24.000,"-6.8846931,107.6483492",NONCOD
2026-01-07 11:08:19.000,"-6.9967389,107.6424735",NONCOD
2026-01-07 15:42:06.000,"-6.8704997,107.4730665",NONCOD
2026-01-07 12:45:43.000,"-6.959744,107.6692496",NONCOD
2026-01-07 14:34:56.000,"-6.927778,107.7270739",NONCOD
2026-01-07 14:15:10.000,"-6.9086546,107.5964019",NONCOD
2026-01-07 11:19:45.000,"-6.9761217,107.5661526",NONCOD
2026-01-07 11:26:18.000,"-6.991126,107.5539425",NONCOD
2026-01-07 13:53:26.000,"-6.9034594,107.5903717",NONCOD
2026-01-07 15:39:23.000,"-6.9454102,107.6094055",NONCOD
2026-01-07 15:26:25.000,"-6.8702405,107.5970861",NONCOD
2026-01-07 15:07:35.000,"-6.8995161,107.652754",NONCOD
2026-01-07 11:37:32.000,"-6.8678105,107.4690142",NONCOD
2026-01-07 13:59:54.000,"-6.9442933,107.6496567",NONCOD
2026-01-07 13:21:14.000,"-6.9734059,107.6529435",NONCOD
2026-01-07 14:23:32.000,"-6.9228545,107.735917",NONCOD
2026-01-07 11:20:03.000,"-7.005155,107.5743722",NONCOD
2026-01-07 13:58:23.000,"-6.8776022,107.6064058",NONCOD
2026-01-07 15:55:00.000,"-6.894105,107.6477383",NONCOD
2026-01-07 15:55:00.000,"-6.894105,107.6477383",NONCOD
2026-01-07 12:17:45.000,"-6.9474483,107.6684083",NONCOD
2026-01-07 15:01:08.000,"-6.8991435,107.6267384",NONCOD
2026-01-07 18:03:06.000,"-6.961095,107.3782367",NONCOD
2026-01-07 13:21:59.000,"-6.9222446,107.6138772",NONCOD
2026-01-07 13:51:06.000,"-6.9432742,107.7290211",NONCOD
2026-01-07 12:47:02.000,"-6.96824,107.6577906",NONCOD
2026-01-07 17:36:59.000,"-6.8590766,107.5284459",NONCOD
2026-01-07 14:29:07.000,"-6.9385036,107.668246",NONCOD
2026-01-07 15:43:51.000,"-6.8786187,107.6187046",NONCOD
2026-01-07 16:23:11.000,"-6.9108705,107.5756402",NONCOD
2026-01-07 13:40:50.000,"-6.9125756,107.5756481",NONCOD
2026-01-07 13:41:21.000,"-6.8897185,107.6261587",NONCOD
2026-01-07 13:41:21.000,"-6.8897185,107.6261587",NONCOD
2026-01-07 13:41:21.000,"-6.8897185,107.6261587",NONCOD
2026-01-07 15:04:38.000,"-6.9162733,107.611576",NONCOD
2026-01-07 15:04:38.000,"-6.9162733,107.611576",NONCOD
2026-01-07 15:04:38.000,"-6.9162733,107.611576",NONCOD
2026-01-07 15:04:38.000,"-6.9162733,107.611576",NONCOD
2026-01-07 15:04:38.000,"-6.9162733,107.611576",NONCOD
2026-01-07 15:04:38.000,"-6.9162733,107.611576",NONCOD
2026-01-07 15:04:38.000,"-6.9162733,107.611576",NONCOD
2026-01-07 14:39:36.000,"-6.9704587,107.5736261",NONCOD
2026-01-07 14:39:36.000,"-6.9704587,107.5736261",NONCOD
2026-01-07 13:37:50.000,"-6.9686535,107.5740272",NONCOD
2026-01-07 13:38:28.000,"-6.9685858,107.5740529",NONCOD
2026-01-07 13:38:58.000,"-6.9685858,107.5740529",NONCOD
2026-01-07 16:37:01.000,"-7.0285083,107.5421417",NONCOD
2026-01-07 12:48:04.000,"-6.9592117,107.6626799",NONCOD
2026-01-07 13:26:07.000,"-6.8779432,107.5905104",NONCOD
2026-01-07 16:16:45.000,"-6.8704179,107.5930504",NONCOD
2026-01-08 07:02:32.000,"-6.9406786,107.4697056",NONCOD
2026-01-08 09:15:02.000,"-6.809094,107.6184537",NONCOD
2026-01-07 13:20:58.000,"-6.9284197,107.6220232",NONCOD
2026-01-07 13:35:26.000,"-6.9191842,107.7163495",NONCOD
2026-01-07 13:48:29.000,"-6.9064087,107.7031881",NONCOD
2026-01-07 11:25:26.000,"-6.9025458,107.6609826",NONCOD
2026-01-07 13:31:37.000,"-6.9169098,107.6256445",NONCOD
2026-01-07 15:44:46.000,"-6.92001,107.6061324",NONCOD
2026-01-07 14:01:40.000,"-6.9324883,107.6648639",NONCOD
2026-01-07 13:58:30.000,"-7.0087433,107.551065",NONCOD
2026-01-07 14:10:16.000,"-7.0289983,107.5415065",NONCOD
2026-01-07 14:51:27.000,"-6.8998295,107.6163545",NONCOD
2026-01-07 12:38:57.000,"-6.9433838,107.6507657",NONCOD
2026-01-07 13:49:55.000,"-6.9044233,107.6023517",NONCOD
2026-01-07 13:50:57.000,"-6.9141483,107.6375529",NONCOD
2026-01-07 13:49:49.000,"-6.9160881,107.6413265",NONCOD
2026-01-07 12:06:08.000,"-6.9514,107.6748433",NONCOD
2026-01-07 16:15:28.000,"-6.9132876,107.6342949",NONCOD
2026-01-07 15:52:19.000,"-6.9369384,107.5578009",NONCOD
2026-01-07 18:37:55.000,"-6.8358102,107.4707147",NONCOD
2026-01-07 14:07:41.000,"-6.9018483,107.7053483",NONCOD
2026-01-07 15:53:19.000,"-6.8958837,107.6076105",NONCOD
2026-01-07 11:36:29.000,"-6.8875389,107.5944255",NONCOD
2026-01-07 13:30:22.000,"-6.9866569,107.6366704",NONCOD
2026-01-07 16:11:41.000,"-6.8934721,107.6709398",NONCOD
2026-01-07 15:12:15.000,"-6.9211988,107.6351806",NONCOD
2026-01-07 18:47:54.000,"-6.7988165,107.5353533",NONCOD
2026-01-07 15:48:55.000,"-6.9369384,107.5578009",NONCOD
2026-01-07 16:12:06.000,"-6.8793978,107.467745",NONCOD
2026-01-07 17:38:27.000,"-6.8650729,107.5754017",NONCOD
2026-01-07 12:47:55.000,"-6.9333775,107.6828094",NONCOD
2026-01-07 15:34:51.000,"-6.9217,107.6133867",NONCOD
2026-01-07 14:49:00.000,"-6.9185417,107.66137",NONCOD
2026-01-07 11:12:55.000,"-6.9198873,107.5925829",NONCOD
2026-01-07 15:29:34.000,"-6.9336997,107.5929075",NONCOD
2026-01-07 20:12:22.000,"-6.8626448,107.5680456",NONCOD
2026-01-07 14:03:25.000,"-6.8773257,107.6045886",NONCOD
2026-01-07 16:37:29.000,"-6.8731175,107.5111085",NONCOD
2026-01-07 14:10:42.000,"-6.9764958,107.5747837",NONCOD
2026-01-07 16:33:19.000,"-6.8984842,107.5838677",NONCOD
2026-01-07 15:20:09.000,"-6.9551842,107.5956719",NONCOD
2026-01-07 13:00:02.000,"-6.9223985,107.7027566",NONCOD
2026-01-07 15:07:27.000,"-6.9339309,107.5891529",NONCOD
2026-01-07 11:18:40.000,"-6.8903889,107.5958756",NONCOD
2026-01-07 16:00:58.000,"-6.9005446,107.6040378",NONCOD
2026-01-07 13:40:50.000,"-6.9334068,107.6550356",NONCOD
2026-01-07 12:33:19.000,"-6.9473418,107.6597336",NONCOD
2026-01-07 14:24:07.000,"-6.9490367,107.6449067",NONCOD
2026-01-07 17:42:59.000,"-6.907962,107.4904703",NONCOD
2026-01-07 11:40:19.000,"-6.92015,107.5833755",NONCOD
2026-01-07 13:26:29.000,"-6.9443734,107.7072667",NONCOD
2026-01-07 14:42:27.000,"-6.862292,107.6051279",NONCOD
2026-01-07 16:42:42.000,"-6.9165797,107.503717",NONCOD
2026-01-07 15:01:08.000,"-6.8991435,107.6267384",NONCOD
2026-01-07 13:53:00.000,"-6.9141483,107.6375529",NONCOD
2026-01-07 13:22:33.000,"-6.9053313,107.6820522",NONCOD
2026-01-07 11:54:49.000,"-6.920299,107.5776078",NONCOD
2026-01-07 16:41:36.000,"-6.8992811,107.6461949",NONCOD
2026-01-07 14:37:02.000,"-6.9362262,107.6011436",NONCOD
2026-01-07 13:18:18.000,"-6.9059646,107.6162899",NONCOD
2026-01-07 16:01:45.000,"-6.9151398,107.5879086",NONCOD
2026-01-07 14:21:07.000,"-6.9076973,107.594868",NONCOD
2026-01-07 16:23:11.000,"-6.9108705,107.5756402",NONCOD
2026-01-07 13:41:21.000,"-6.8897185,107.6261587",NONCOD
2026-01-07 13:41:21.000,"-6.8897185,107.6261587",NONCOD
2026-01-07 13:41:21.000,"-6.8897185,107.6261587",NONCOD
2026-01-07 13:41:21.000,"-6.8897185,107.6261587",NONCOD
2026-01-07 13:41:21.000,"-6.8897185,107.6261587",NONCOD
2026-01-07 13:41:21.000,"-6.8897185,107.6261587",NONCOD
2026-01-07 13:41:21.000,"-6.8897185,107.6261587",NONCOD
2026-01-07 13:41:21.000,"-6.8897185,107.6261587",NONCOD
2026-01-07 15:04:38.000,"-6.9162733,107.611576",NONCOD
2026-01-07 15:04:38.000,"-6.9162733,107.611576",NONCOD
2026-01-07 15:04:38.000,"-6.9162733,107.611576",NONCOD
2026-01-07 14:39:36.000,"-6.9704587,107.5736261",NONCOD
2026-01-07 13:37:50.000,"-6.9686535,107.5740272",NONCOD
2026-01-07 13:37:05.000,"-6.9686535,107.5740272",NONCOD
2026-01-07 13:38:28.000,"-6.9685858,107.5740529",NONCOD
2026-01-07 13:38:28.000,"-6.9685858,107.5740529",NONCOD
2026-01-07 13:38:58.000,"-6.9685858,107.5740529",NONCOD
2026-01-07 15:37:00.000,"-6.9869891,107.5293085",NONCOD
2026-01-07 12:47:25.000,"-6.9592667,107.6627233",NONCOD
2026-01-07 16:23:55.000,"-6.9587946,107.6592814",NONCOD
2026-01-07 16:25:48.000,"-6.9587946,107.6592814",NONCOD
2026-01-07 12:50:38.000,"-6.8701479,107.5893318",NONCOD
2026-01-07 12:50:38.000,"-6.8701458,107.5893357",NONCOD
2026-01-07 12:50:38.000,"-6.8701458,107.5893357",NONCOD
2026-01-08 06:59:22.000,"-6.9406786,107.4697056",NONCOD
